;Unnamed: 0;Unnamed: 0.1;ano;date;round;home_team;away_team;placar_casa;placar_visitante;resultado;arena;mv38;me38;md38;mvc19;mec19;mdc19;vv38;ve38;vd38;vvf19;vef19;vdf19;mv6;me6;md6;mvc3;mec3;mdc3;vv6;ve6;vd6;vvf3;vef3;vdf3;mgm38;mgs38;mgmc19;mgsc19;vgm38;vgs38;vgmf19;vgsf19;mgm6;mgs6;mgmc3;mgsc3;vgm6;vgs6;vgmf3;vgsf3;model_prediction;resultado_0-1;correto;correto2
1544;1544;1924;2011;04/06/2011;3;Fluminense;Cruzeiro;2.0;1.0;0.0;Engenhão;0.6896551724137931;0.5789473684210527;0.25;0.6111111111111112;0.4166666666666667;0.2307692307692308;0.6785714285714286;0.4736842105263158;0.014245014245014244;0.6153846153846154;0.3333333333333333;0.4117647058823529;0.6666666666666666;0.16666666666666666;0.16666666666666666;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.5;0.16666666666666666;0.3333333333333333;0.3333333333333333;0.0;0.6666666666666666;0.7469879518072289;0.4683544303797468;0.5555555555555556;0.4473684210526316;0.5747126436781609;0.4743589743589744;0.6486486486486487;0.4259259259259259;0.4736842105263158;0.2272727272727273;0.14285714285714285;0.25;0.3809523809523809;0.2857142857142857;0.16666666666666666;0.21428571428571427;0.5038391;0.0;0;0
1545;1545;1925;2011;04/06/2011;3;Palmeiras;Athletico-PR;1.0;0.0;0.0;Canindé;0.4137931034482759;0.7368421052631579;0.42857142857142855;0.4444444444444444;0.4166666666666667;0.4615384615384616;0.6071428571428571;0.42105263157894735;0.018518518518518517;0.38461538461538464;0.25;0.6470588235294118;0.16666666666666666;0.16666666666666666;0.6666666666666666;0.3333333333333333;0.0;0.6666666666666666;0.3333333333333333;0.16666666666666666;0.5;0.0;0.3333333333333333;0.6666666666666666;0.5180722891566265;0.5569620253164557;0.4814814814814815;0.6052631578947368;0.4597701149425287;0.5769230769230769;0.40540540540540543;0.5555555555555556;0.21052631578947367;0.4545454545454545;0.14285714285714285;0.3333333333333333;0.2380952380952381;0.42857142857142855;0.16666666666666666;0.5;0.5038391;0.0;0;0
1546;1546;1926;2011;05/06/2011;3;América-MG;Internacional;2.0;4.0;1.0;Morenão;0.03448275862068965;0.0;0.03571428571428571;0.05555555555555555;0.0;0.0;0.5357142857142857;0.5789473684210527;0.017094017094017092;0.4615384615384616;0.3333333333333333;0.5294117647058824;0.16666666666666666;0.0;0.16666666666666666;0.3333333333333333;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.6666666666666666;0.3333333333333333;0.0;0.3614457831325301;0.810126582278481;0.35185185185185186;0.7105263157894737;0.5172413793103449;0.5;0.5675675675675675;0.462962962962963;0.10526315789473684;0.18181818181818185;0.14285714285714285;0.08333333333333333;0.42857142857142855;0.3333333333333333;0.5;0.14285714285714285;0.5038391;1.0;1;0
1547;1547;1927;2011;05/06/2011;3;Santos;Avaí;3.0;1.0;0.0;Vila Belmiro;0.5172413793103449;0.5263157894736842;0.4642857142857143;0.5555555555555556;0.4166666666666667;0.3076923076923077;0.35714285714285715;0.4736842105263158;0.027065527065527062;0.15384615384615385;0.3333333333333333;0.7647058823529411;0.16666666666666666;0.5;0.3333333333333333;0.0;1.0;0.0;0.5;0.0;0.5;0.3333333333333333;0.0;0.6666666666666666;0.7228915662650602;0.6075949367088608;0.5925925925925926;0.42105263157894735;0.4827586206896552;0.7948717948717948;0.35135135135135137;0.7407407407407407;0.3684210526315789;0.2727272727272727;0.07142857142857142;0.08333333333333333;0.4761904761904762;0.5714285714285714;0.25;0.5;0.42823726;0.0;1;0
1548;1548;1928;2011;04/06/2011;3;Figueirense;Atlético-GO;2.0;0.0;0.0;Orlando Scarpelli;0.3793103448275862;0.5263157894736842;0.6071428571428571;0.3888888888888889;0.4166666666666667;0.5384615384615384;0.42857142857142855;0.42105263157894735;0.02564102564102564;0.38461538461538464;0.25;0.6470588235294118;0.6666666666666666;0.0;0.3333333333333333;1.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.5180722891566265;0.8607594936708861;0.5370370370370371;0.8157894736842105;0.5977011494252874;0.7307692307692307;0.5675675675675675;0.5925925925925926;0.631578947368421;0.4090909090909091;0.5714285714285714;0.3333333333333333;0.2380952380952381;0.2380952380952381;0.08333333333333333;0.21428571428571427;0.4755968;0.0;1;0
1549;1549;1929;2011;08/06/2011;3;Atlético-MG;São Paulo;0.0;1.0;1.0;Arena do Jacaré;0.4827586206896552;0.3157894736842105;0.6428571428571429;0.5;0.08333333333333333;0.6923076923076923;0.6071428571428571;0.4736842105263158;0.017094017094017092;0.4615384615384616;0.5;0.4117647058823529;0.8333333333333334;0.0;0.16666666666666666;1.0;0.0;0.0;0.5;0.3333333333333333;0.16666666666666666;0.3333333333333333;0.6666666666666666;0.0;0.6746987951807228;0.7594936708860759;0.6296296296296297;0.7368421052631579;0.632183908045977;0.6538461538461539;0.6486486486486487;0.4814814814814815;0.7894736842105263;0.3181818181818182;0.7142857142857143;0.16666666666666666;0.4761904761904762;0.2857142857142857;0.3333333333333333;0.14285714285714285;0.4755968;1.0;0;0
1550;1550;1930;2011;12/06/2011;4;Bahia;Atlético-MG;1.0;1.0;0.5;Pituaçu;0.0;0.05263157894736842;0.07142857142857142;0.0;0.08333333333333333;0.0;0.4642857142857143;0.3157894736842105;0.027065527065527062;0.38461538461538464;0.4166666666666667;0.5294117647058824;0.0;0.16666666666666666;0.3333333333333333;0.0;0.3333333333333333;0.0;0.6666666666666666;0.0;0.3333333333333333;0.6666666666666666;0.0;0.3333333333333333;0.3614457831325301;0.810126582278481;0.35185185185185186;0.7105263157894737;0.6091954022988506;0.7692307692307693;0.5945945945945946;0.5925925925925926;0.21052631578947367;0.3181818181818182;0.21428571428571427;0.25;0.5238095238095238;0.3333333333333333;0.4166666666666667;0.35714285714285715;0.5038391;1.0;1;0
1551;1551;1931;2011;12/06/2011;4;Atlético-GO;Ceará;4.0;1.0;0.0;Serra Dourada;0.4137931034482759;0.42105263157894735;0.6428571428571429;0.3888888888888889;0.4166666666666667;0.5384615384615384;0.32142857142857145;0.8947368421052632;0.017094017094017092;0.15384615384615385;0.5833333333333334;0.5882352941176471;0.16666666666666666;0.3333333333333333;0.5;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.16666666666666666;0.5;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.6144578313253012;0.7215189873417721;0.5740740740740741;0.6578947368421053;0.4137931034482759;0.6153846153846154;0.35135135135135137;0.5740740740740741;0.10526315789473684;0.3181818181818182;0.2857142857142857;0.16666666666666666;0.2857142857142857;0.42857142857142855;0.16666666666666666;0.21428571428571427;0.5038391;0.0;0;0
1552;1552;1932;2011;12/06/2011;4;Internacional;Palmeiras;2.0;2.0;0.5;Beira-Rio;0.5517241379310345;0.5789473684210527;0.3928571428571429;0.5;0.5833333333333334;0.2307692307692308;0.42857142857142855;0.7368421052631579;0.017094017094017092;0.3076923076923077;0.75;0.35294117647058826;0.5;0.3333333333333333;0.16666666666666666;0.0;0.3333333333333333;0.6666666666666666;0.3333333333333333;0.16666666666666666;0.5;0.0;0.3333333333333333;0.6666666666666666;0.5903614457831325;0.4936708860759494;0.4444444444444444;0.3684210526315789;0.4597701149425287;0.5384615384615384;0.4594594594594595;0.3888888888888889;0.5789473684210527;0.2727272727272727;0.21428571428571427;0.4166666666666667;0.2380952380952381;0.3333333333333333;0.16666666666666666;0.42857142857142855;0.5038391;1.0;1;0
1553;1553;1933;2011;12/06/2011;4;Corinthians;Fluminense;2.0;0.0;0.0;Pacaembu;0.6206896551724138;0.631578947368421;0.2857142857142857;0.8333333333333334;0.16666666666666666;0.15384615384615385;0.75;0.5789473684210527;0.008547008547008546;0.6923076923076923;0.5;0.2352941176470588;0.5;0.5;0.0;1.0;0.0;0.0;0.8333333333333334;0.0;0.16666666666666666;1.0;0.0;0.0;0.7831325301204819;0.5316455696202531;0.7592592592592593;0.3684210526315789;0.7356321839080459;0.4743589743589744;0.8648648648648649;0.3703703703703704;0.4736842105263158;0.2272727272727273;0.35714285714285715;0.08333333333333333;0.4761904761904762;0.2380952380952381;0.5833333333333334;0.14285714285714285;0.47960338;0.0;1;0
1554;1554;1934;2011;11/06/2011;4;Cruzeiro;Santos;1.0;1.0;0.5;Arena do Jacaré;0.6551724137931034;0.42105263157894735;0.3928571428571429;0.6111111111111112;0.4166666666666667;0.2307692307692308;0.5357142857142857;0.5263157894736842;0.018518518518518517;0.38461538461538464;0.4166666666666667;0.5294117647058824;0.5;0.16666666666666666;0.3333333333333333;0.6666666666666666;0.3333333333333333;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.0;0.6666666666666666;0.5903614457831325;0.4683544303797468;0.4814814814814815;0.3684210526315789;0.7011494252873564;0.6153846153846154;0.7567567567567568;0.5925925925925926;0.4736842105263158;0.3181818181818182;0.42857142857142855;0.25;0.4761904761904762;0.3333333333333333;0.5;0.35714285714285715;0.5038391;1.0;1;0
1555;1555;1935;2011;11/06/2011;4;Avaí;América-MG;2.0;2.0;0.5;Ressacada;0.3103448275862069;0.4736842105263158;0.7142857142857143;0.4444444444444444;0.4166666666666667;0.4615384615384616;0.03571428571428571;0.0;0.0028490028490028487;0.0;0.0;0.05882352941176471;0.3333333333333333;0.0;0.6666666666666666;0.6666666666666666;0.0;0.3333333333333333;0.16666666666666666;0.0;0.3333333333333333;0.0;0.0;0.3333333333333333;0.4939759036144578;0.8227848101265823;0.5370370370370371;0.5789473684210527;0.3448275862068966;0.8205128205128205;0.2972972972972973;0.6851851851851852;0.42105263157894735;0.5909090909090909;0.5;0.4166666666666667;0.19047619047619047;0.3809523809523809;0.0;0.21428571428571427;0.5038391;1.0;1;0
1556;1556;1936;2011;11/06/2011;4;São Paulo;Grêmio;3.0;1.0;0.0;Morumbi;0.5862068965517241;0.4736842105263158;0.42857142857142855;0.6111111111111112;0.25;0.38461538461538464;0.6785714285714286;0.5789473684210527;0.011396011396011395;0.5384615384615384;0.5833333333333334;0.29411764705882354;0.6666666666666666;0.16666666666666666;0.16666666666666666;0.6666666666666666;0.0;0.3333333333333333;0.8333333333333334;0.0;0.16666666666666666;0.6666666666666666;0.3333333333333333;0.0;0.6506024096385542;0.6455696202531646;0.5740740740740741;0.6578947368421053;0.7931034482758621;0.5;0.7567567567567568;0.4259259259259259;0.5263157894736842;0.2272727272727273;0.42857142857142855;0.3333333333333333;0.6190476190476191;0.14285714285714285;0.3333333333333333;0.0;0.5038391;0.0;0;0
1557;1557;1937;2011;12/06/2011;4;Athletico-PR;Flamengo;1.0;1.0;0.5;Arena da Baixada;0.5862068965517241;0.42105263157894735;0.4642857142857143;0.6666666666666666;0.4166666666666667;0.15384615384615385;0.32142857142857145;0.8947368421052632;0.017094017094017092;0.2307692307692308;0.6666666666666666;0.4705882352941176;0.16666666666666666;0.16666666666666666;0.6666666666666666;0.6666666666666666;0.0;0.3333333333333333;0.3333333333333333;0.5;0.16666666666666666;0.0;0.6666666666666666;0.3333333333333333;0.4698795180722892;0.5443037974683544;0.462962962962963;0.3947368421052632;0.5057471264367817;0.5769230769230769;0.5135135135135135;0.5;0.15789473684210525;0.4090909090909091;0.21428571428571427;0.16666666666666666;0.5238095238095238;0.3333333333333333;0.3333333333333333;0.5;0.5038391;1.0;1;0
1558;1558;1938;2011;12/06/2011;4;Botafogo;Coritiba;3.0;1.0;0.0;Engenhão;0.4482758620689655;0.8947368421052632;0.2857142857142857;0.5;0.75;0.07692307692307693;0.4642857142857143;0.42105263157894735;0.02421652421652422;0.15384615384615385;0.4166666666666667;0.7058823529411765;0.3333333333333333;0.16666666666666666;0.5;0.6666666666666666;0.0;0.3333333333333333;0.16666666666666666;0.16666666666666666;0.6666666666666666;0.0;0.0;1.0;0.5903614457831325;0.5189873417721519;0.5555555555555556;0.42105263157894735;0.5632183908045977;0.7179487179487181;0.4324324324324325;0.7037037037037037;0.3684210526315789;0.4090909090909091;0.35714285714285715;0.25;0.3809523809523809;0.6190476190476191;0.16666666666666666;0.7142857142857143;0.44082615;0.0;1;0
1559;1559;1939;2011;11/06/2011;4;Vasco;Figueirense;1.0;1.0;0.5;São Januário;0.4482758620689655;0.7894736842105263;0.35714285714285715;0.5555555555555556;0.6666666666666666;0.07692307692307693;0.42857142857142855;0.5263157894736842;0.02279202279202279;0.3076923076923077;0.4166666666666667;0.5882352941176471;0.5;0.0;0.5;0.6666666666666666;0.3333333333333333;0.0;0.8333333333333334;0.0;0.16666666666666666;0.3333333333333333;0.0;0.6666666666666666;0.5903614457831325;0.5949367088607594;0.6666666666666666;0.5263157894736842;0.5172413793103449;0.8205128205128205;0.3783783783783784;0.6851851851851852;0.5263157894736842;0.5;0.42857142857142855;0.08333333333333333;0.6190476190476191;0.2857142857142857;0.3333333333333333;0.35714285714285715;0.5038391;1.0;1;0
1560;1560;1940;2011;19/06/2011;5;Palmeiras;Avaí;5.0;0.0;0.0;Canindé;0.4137931034482759;0.7894736842105263;0.3928571428571429;0.4444444444444444;0.4166666666666667;0.4615384615384616;0.32142857142857145;0.5263157894736842;0.027065527065527062;0.15384615384615385;0.3333333333333333;0.7647058823529411;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.6666666666666666;0.0;0.3333333333333333;0.16666666666666666;0.16666666666666666;0.6666666666666666;0.0;0.0;1.0;0.5060240963855421;0.5443037974683544;0.4259259259259259;0.5526315789473685;0.4942528735632184;0.8205128205128205;0.3783783783783784;0.7407407407407407;0.3684210526315789;0.3181818181818182;0.21428571428571427;0.16666666666666666;0.3333333333333333;0.7142857142857143;0.08333333333333333;0.5714285714285714;0.44082615;0.0;1;0
1561;1561;1941;2011;19/06/2011;5;Grêmio;Vasco;1.0;1.0;0.5;Olímpico Monumental;0.6206896551724138;0.5789473684210527;0.32142857142857145;0.6111111111111112;0.3333333333333333;0.3076923076923077;0.42857142857142855;0.8421052631578947;0.014245014245014244;0.2307692307692308;0.5833333333333334;0.5294117647058824;0.6666666666666666;0.0;0.3333333333333333;0.6666666666666666;0.0;0.3333333333333333;0.5;0.16666666666666666;0.3333333333333333;0.3333333333333333;0.0;0.6666666666666666;0.8072289156626506;0.5316455696202531;0.7407407407407407;0.5263157894736842;0.5402298850574713;0.5897435897435898;0.35135135135135137;0.5;0.5789473684210527;0.2272727272727273;0.42857142857142855;0.16666666666666666;0.4761904761904762;0.42857142857142855;0.3333333333333333;0.5714285714285714;0.5038391;1.0;1;0
1562;1562;1942;2011;19/06/2011;5;Figueirense;Athletico-PR;2.0;0.0;0.0;Orlando Scarpelli;0.4137931034482759;0.5263157894736842;0.5714285714285714;0.4444444444444444;0.3333333333333333;0.5384615384615384;0.5714285714285714;0.4736842105263158;0.018518518518518517;0.38461538461538464;0.25;0.6470588235294118;0.6666666666666666;0.16666666666666666;0.16666666666666666;1.0;0.0;0.0;0.16666666666666666;0.3333333333333333;0.5;0.0;0.3333333333333333;0.6666666666666666;0.5542168674698795;0.8227848101265823;0.5740740740740741;0.8157894736842105;0.4367816091954023;0.5512820512820513;0.3783783783783784;0.5185185185185185;0.5263157894736842;0.18181818181818185;0.42857142857142855;0.08333333333333333;0.14285714285714285;0.3333333333333333;0.08333333333333333;0.35714285714285715;0.4755968;0.0;1;0
1563;1563;1943;2011;19/06/2011;5;Flamengo;Botafogo;0.0;0.0;0.5;Engenhão;0.3103448275862069;0.9473684210526316;0.3928571428571429;0.3333333333333333;0.75;0.3076923076923077;0.5;0.8947368421052632;0.009971509971509971;0.38461538461538464;0.6666666666666666;0.35294117647058826;0.16666666666666666;0.6666666666666666;0.16666666666666666;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.5;0.16666666666666666;0.3333333333333333;0.0;0.3333333333333333;0.6666666666666666;0.5301204819277109;0.5569620253164557;0.462962962962963;0.4736842105263158;0.5977011494252874;0.5256410256410257;0.5945945945945946;0.4444444444444444;0.5263157894736842;0.3181818181818182;0.42857142857142855;0.25;0.42857142857142855;0.3809523809523809;0.16666666666666666;0.42857142857142855;0.5038391;1.0;1;0
1564;1564;1944;2011;19/06/2011;5;Ceará;São Paulo;0.0;2.0;1.0;Presidente Vargas;0.3103448275862069;0.8421052631578947;0.4642857142857143;0.3888888888888889;0.8333333333333334;0.15384615384615385;0.6071428571428571;0.4736842105263158;0.017094017094017092;0.4615384615384616;0.5;0.4117647058823529;0.16666666666666666;0.3333333333333333;0.5;0.0;0.6666666666666666;0.3333333333333333;0.8333333333333334;0.16666666666666666;0.0;0.6666666666666666;0.3333333333333333;0.0;0.4457831325301205;0.6582278481012658;0.4259259259259259;0.4473684210526316;0.6436781609195402;0.6666666666666666;0.6216216216216216;0.4814814814814815;0.3157894736842105;0.5454545454545454;0.2857142857142857;0.5;0.5714285714285714;0.09523809523809523;0.3333333333333333;0.07142857142857142;0.5038391;1.0;1;0
1565;1565;1945;2011;19/06/2011;5;Atlético-MG;Atlético-GO;2.0;2.0;0.5;Arena do Jacaré;0.4482758620689655;0.3684210526315789;0.6428571428571429;0.4444444444444444;0.08333333333333333;0.7692307692307693;0.4642857142857143;0.42105263157894735;0.02421652421652422;0.38461538461538464;0.25;0.6470588235294118;0.5;0.16666666666666666;0.3333333333333333;0.6666666666666666;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.6144578313253012;0.7215189873417721;0.5740740740740741;0.7368421052631579;0.6206896551724138;0.7179487179487181;0.5405405405405406;0.5925925925925926;0.5263157894736842;0.3636363636363637;0.42857142857142855;0.16666666666666666;0.2857142857142857;0.2380952380952381;0.08333333333333333;0.14285714285714285;0.5038391;1.0;1;0
1566;1566;1946;2011;19/06/2011;5;Coritiba;Internacional;1.0;1.0;0.5;Couto Pereira;0.4482758620689655;0.42105263157894735;0.6071428571428571;0.6111111111111112;0.3333333333333333;0.3076923076923077;0.5714285714285714;0.631578947368421;0.014245014245014244;0.5384615384615384;0.3333333333333333;0.4705882352941176;0.16666666666666666;0.16666666666666666;0.6666666666666666;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.5;0.16666666666666666;0.6666666666666666;0.3333333333333333;0.0;0.5903614457831325;0.7088607594936709;0.6296296296296297;0.4473684210526316;0.5632183908045977;0.4871794871794872;0.6216216216216216;0.4444444444444444;0.4736842105263158;0.5454545454545454;0.42857142857142855;0.25;0.5238095238095238;0.3333333333333333;0.6666666666666666;0.21428571428571427;0.5038391;1.0;1;0
1567;1567;1947;2011;18/06/2011;5;Fluminense;Bahia;0.0;1.0;1.0;Engenhão;0.6896551724137931;0.5789473684210527;0.25;0.6111111111111112;0.4166666666666667;0.2307692307692308;0.0;0.10526315789473684;0.0028490028490028487;0.0;0.0;0.1176470588235294;0.6666666666666666;0.0;0.3333333333333333;0.6666666666666666;0.0;0.3333333333333333;0.0;0.3333333333333333;0.3333333333333333;0.0;0.0;0.6666666666666666;0.7469879518072289;0.4810126582278481;0.5555555555555556;0.4473684210526316;0.3448275862068966;0.8205128205128205;0.2972972972972973;0.6851851851851852;0.3157894736842105;0.2727272727272727;0.21428571428571427;0.25;0.2380952380952381;0.3809523809523809;0.08333333333333333;0.2857142857142857;0.5038391;1.0;1;0
1568;1568;1948;2011;18/06/2011;5;América-MG;Cruzeiro;1.0;1.0;0.5;Arena do Jacaré;0.03448275862068965;0.05263157894736842;0.07142857142857142;0.05555555555555555;0.0;0.07692307692307693;0.6428571428571429;0.4736842105263158;0.015669515669515667;0.6153846153846154;0.25;0.4705882352941176;0.16666666666666666;0.16666666666666666;0.3333333333333333;0.3333333333333333;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.0;0.6666666666666666;0.3614457831325301;0.810126582278481;0.35185185185185186;0.7105263157894737;0.5632183908045977;0.4871794871794872;0.6216216216216216;0.4259259259259259;0.3157894736842105;0.4545454545454545;0.2857142857142857;0.4166666666666667;0.3333333333333333;0.3333333333333333;0.25;0.2857142857142857;0.5038391;1.0;1;0
1569;1569;1949;2011;10/08/2011;5;Santos;Corinthians;0.0;0.0;0.5;Vila Belmiro;0.4827586206896552;0.5789473684210527;0.4642857142857143;0.5555555555555556;0.4166666666666667;0.3076923076923077;0.6785714285714286;0.5789473684210527;0.011396011396011395;0.3076923076923077;0.75;0.35294117647058826;0.16666666666666666;0.5;0.3333333333333333;0.3333333333333333;0.6666666666666666;0.0;0.6666666666666666;0.3333333333333333;0.0;0.3333333333333333;0.6666666666666666;0.0;0.7108433734939759;0.6075949367088608;0.5925925925925926;0.42105263157894735;0.7471264367816092;0.5128205128205128;0.6216216216216216;0.4814814814814815;0.3684210526315789;0.3181818181818182;0.2857142857142857;0.16666666666666666;0.4761904761904762;0.19047619047619047;0.3333333333333333;0.21428571428571427;0.5038391;1.0;1;0
1570;1570;1950;2011;26/06/2011;6;Corinthians;São Paulo;5.0;0.0;0.0;Pacaembu;0.6206896551724138;0.631578947368421;0.2857142857142857;0.8333333333333334;0.16666666666666666;0.15384615384615385;0.6428571428571429;0.42105263157894735;0.017094017094017092;0.5384615384615384;0.4166666666666667;0.4117647058823529;0.5;0.5;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.7349397590361446;0.4810126582278481;0.7777777777777778;0.3684210526315789;0.6666666666666666;0.6666666666666666;0.6756756756756757;0.4814814814814815;0.42105263157894735;0.18181818181818185;0.42857142857142855;0.08333333333333333;0.6190476190476191;0.047619047619047616;0.4166666666666667;0.0;0.61585563;0.0;0;0
1571;1571;1951;2011;26/06/2011;6;Botafogo;Grêmio;2.0;1.0;0.0;Engenhão;0.4827586206896552;0.8947368421052632;0.25;0.5;0.75;0.07692307692307693;0.6428571428571429;0.5789473684210527;0.01282051282051282;0.5384615384615384;0.5833333333333334;0.29411764705882354;0.3333333333333333;0.3333333333333333;0.3333333333333333;1.0;0.0;0.0;0.5;0.16666666666666666;0.3333333333333333;0.6666666666666666;0.0;0.3333333333333333;0.6144578313253012;0.5063291139240507;0.5555555555555556;0.4473684210526316;0.7701149425287356;0.5384615384615384;0.7297297297297297;0.4074074074074074;0.3157894736842105;0.3181818181818182;0.5;0.16666666666666666;0.42857142857142855;0.2857142857142857;0.4166666666666667;0.21428571428571427;0.4755968;0.0;1;0
1572;1572;1952;2011;26/06/2011;6;Ceará;Palmeiras;2.0;0.0;0.0;Presidente Vargas;0.27586206896551724;0.8421052631578947;0.5;0.3333333333333333;0.8333333333333334;0.2307692307692308;0.4642857142857143;0.7368421052631579;0.015669515669515667;0.3076923076923077;0.8333333333333334;0.29411764705882354;0.16666666666666666;0.16666666666666666;0.6666666666666666;0.0;0.3333333333333333;0.6666666666666666;0.5;0.3333333333333333;0.16666666666666666;0.0;0.6666666666666666;0.3333333333333333;0.43373493975903615;0.6835443037974683;0.4074074074074074;0.5;0.5402298850574713;0.5512820512820513;0.5135135135135135;0.4074074074074074;0.2631578947368421;0.5909090909090909;0.21428571428571427;0.5833333333333334;0.5238095238095238;0.2380952380952381;0.3333333333333333;0.35714285714285715;0.5038391;0.0;0;0
1573;1573;1953;2011;26/06/2011;6;Avaí;Fluminense;0.0;1.0;1.0;Ressacada;0.3103448275862069;0.4736842105263158;0.7142857142857143;0.3888888888888889;0.5;0.4615384615384616;0.6785714285714286;0.5789473684210527;0.011396011396011395;0.6923076923076923;0.5;0.2352941176470588;0.0;0.16666666666666666;0.8333333333333334;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.5;0.0;0.5;0.6666666666666666;0.0;0.3333333333333333;0.5180722891566265;0.8734177215189873;0.5370370370370371;0.631578947368421;0.6781609195402298;0.4871794871794872;0.8648648648648649;0.3888888888888889;0.21052631578947367;0.8181818181818182;0.42857142857142855;0.5833333333333334;0.19047619047619047;0.2857142857142857;0.25;0.21428571428571427;0.5038391;1.0;1;0
1574;1574;1954;2011;25/06/2011;6;Flamengo;Atlético-MG;4.0;1.0;0.0;Engenhão;0.3103448275862069;0.9473684210526316;0.3928571428571429;0.3333333333333333;0.75;0.3076923076923077;0.4642857142857143;0.42105263157894735;0.02421652421652422;0.38461538461538464;0.5;0.4705882352941176;0.16666666666666666;0.8333333333333334;0.0;0.3333333333333333;0.6666666666666666;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.5180722891566265;0.5443037974683544;0.4444444444444444;0.4473684210526316;0.5977011494252874;0.7179487179487181;0.5405405405405406;0.5370370370370371;0.4736842105263158;0.2272727272727273;0.35714285714285715;0.08333333333333333;0.42857142857142855;0.42857142857142855;0.3333333333333333;0.42857142857142855;0.5038391;0.0;0;0
1575;1575;1955;2011;25/06/2011;6;Athletico-PR;Bahia;0.0;2.0;1.0;Arena da Baixada;0.5517241379310345;0.4736842105263158;0.4642857142857143;0.6111111111111112;0.5;0.15384615384615385;0.03571428571428571;0.10526315789473684;0.0028490028490028487;0.07692307692307693;0.0;0.1176470588235294;0.16666666666666666;0.16666666666666666;0.6666666666666666;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.16666666666666666;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.0;0.6666666666666666;0.4457831325301205;0.5189873417721519;0.4444444444444444;0.3947368421052632;0.3448275862068966;0.8205128205128205;0.2972972972972973;0.6851851851851852;0.10526315789473684;0.3636363636363637;0.14285714285714285;0.16666666666666666;0.2857142857142857;0.3809523809523809;0.16666666666666666;0.2857142857142857;0.5038391;1.0;1;0
1576;1576;1956;2011;26/06/2011;6;Atlético-GO;Vasco;0.0;1.0;1.0;Serra Dourada;0.4482758620689655;0.4736842105263158;0.5714285714285714;0.4444444444444444;0.4166666666666667;0.4615384615384616;0.42857142857142855;0.8421052631578947;0.014245014245014244;0.2307692307692308;0.5833333333333334;0.5294117647058824;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.5;0.3333333333333333;0.16666666666666666;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.6626506024096386;0.6962025316455697;0.6296296296296297;0.631578947368421;0.5402298850574713;0.5897435897435898;0.35135135135135137;0.5;0.3684210526315789;0.2727272727272727;0.35714285714285715;0.25;0.5238095238095238;0.3809523809523809;0.4166666666666667;0.5;0.5038391;1.0;1;0
1577;1577;1957;2011;26/06/2011;6;Internacional;Figueirense;4.0;1.0;0.0;Beira-Rio;0.5172413793103449;0.6842105263157895;0.35714285714285715;0.5;0.6666666666666666;0.15384615384615385;0.4642857142857143;0.5263157894736842;0.021367521367521368;0.3076923076923077;0.5;0.5294117647058824;0.3333333333333333;0.5;0.16666666666666666;0.0;0.6666666666666666;0.3333333333333333;0.6666666666666666;0.16666666666666666;0.16666666666666666;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.5542168674698795;0.4810126582278481;0.4814814814814815;0.3684210526315789;0.5517241379310345;0.7692307692307693;0.40540540540540543;0.6296296296296297;0.5789473684210527;0.3181818181818182;0.21428571428571427;0.3333333333333333;0.42857142857142855;0.14285714285714285;0.3333333333333333;0.21428571428571427;0.5038391;0.0;0;0
